id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,acc,auc,balacc,logloss,mae,r2,rmse
openml.org/t/3913,kc2,autosklearn_hyperboost,test,0,binary,,auc,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:14:51,0.2,,,,1137653040,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/3913,kc2,autosklearn_hyperboost,test,1,binary,,auc,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:14:52,0.1,,,,1137653041,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/59,iris,autosklearn_hyperboost,test,0,multiclass,,neg_logloss,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:14:53,0.1,,,,1137653040,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/59,iris,autosklearn_hyperboost,test,1,multiclass,,neg_logloss,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:14:53,0.1,,,,1137653041,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/2295,cholesterol,autosklearn_hyperboost,test,0,regression,,neg_rmse,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:14:54,0.1,,,,1137653040,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/2295,cholesterol,autosklearn_hyperboost,test,1,regression,,neg_rmse,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:14:54,0.1,,,,1137653041,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/3913,kc2,autosklearn,test,0,binary,,auc,local,0.14.2,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:19:40,35.7,,,,1203621196,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn/exec.py'…,,,,,,,
openml.org/t/3913,kc2,autosklearn_hyperboost,test,0,binary,,auc,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:22:31,0.2,,,,1136840861,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/3913,kc2,autosklearn_hyperboost,test,1,binary,,auc,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:22:31,0.1,,,,1136840862,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/59,iris,autosklearn_hyperboost,test,0,multiclass,,neg_logloss,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:22:31,0.1,,,,1136840861,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/59,iris,autosklearn_hyperboost,test,1,multiclass,,neg_logloss,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:22:31,0.1,,,,1136840862,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/2295,cholesterol,autosklearn_hyperboost,test,0,regression,,neg_rmse,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:22:31,0.1,,,,1136840861,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
openml.org/t/2295,cholesterol,autosklearn_hyperboost,test,1,regression,,neg_rmse,local,experimental,,"dev [https://github.com/tdhooghe/automlbenchmark.git, master, beef024]",2022-01-03T13:22:31,0.1,,,,1136840862,CalledProcessError: Command '/home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklearn_hyperboost/venv/bin/python -W ignore /home/thomas/PycharmProjects/automlbenchmark/frameworks/autosklea…,,,,,,,
